supervisor_id,domain,domain_count,dominance,latest_year,experience_score,recency_score,preference_score,saturation_penalty,final_score
SUP-003,Pattern Recognition,1,0.0285714285714285,2016.0,0.2,0.7,0.0,0.0,0.255
SUP-003,Physical Design Optimization,1,0.0285714285714285,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-003,Plant Disease Detection,1,0.0285714285714285,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-003,Recommendation Systems,1,0.0285714285714285,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-004,Biomedical Engineering,1,0.2,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-004,Cyborg Technology,1,0.2,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-004,Healthcare Monitoring,1,0.2,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-004,Medical Implants,1,0.2,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-004,Wearable and Embedded Devices,1,0.2,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-005,Binary Classification,1,0.2,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-005,Logistic Regression,1,0.2,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-005,Machine Learning,1,0.2,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-005,Malicious URL Detection,1,0.2,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-005,Text Feature Extraction,1,0.2,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-006,Automated News Analysis,1,0.2,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-006,Natural Language Processing,1,0.2,2024.0,0.2,1.0,1.0,0.0,0.53
SUP-006,Real-Time Data Processing,1,0.2,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-006,Sentiment Analysis,1,0.2,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-006,Text Summarization,1,0.2,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-007,Panoramic Imaging,5,0.1428571428571428,2025.0,1.0,1.0,0.0,0.0,0.65
SUP-007,Image Stitching,3,0.0857142857142857,2025.0,0.6,1.0,0.0,0.0,0.49
SUP-007,Aesthetic Evaluation,2,0.0571428571428571,2011.0,0.4,0.4,0.0,0.0,0.26
SUP-007,Color Balance,2,0.0571428571428571,2023.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-007,Computational Aesthetics,2,0.0571428571428571,2011.0,0.4,0.4,1.0,0.0,0.46
SUP-007,Cultural Heritage Digitization,2,0.0571428571428571,2025.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-007,Digital Archives,2,0.0571428571428571,2025.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-007,Digital Imaging,2,0.0571428571428571,2023.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-007,Digital Repositories,2,0.0571428571428571,2025.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-007,Image Quality Assessment,2,0.0571428571428571,2023.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-007,Noise and Distortion,2,0.0571428571428571,2023.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-007,Artwork Analysis,1,0.0285714285714285,2010.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-007,Cultural Heritage Conservation,1,0.0285714285714285,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-007,Digital Image Analysis,1,0.0285714285714285,2011.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-007,Digital Preservation,1,0.0285714285714285,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-007,Digitization Techniques,1,0.0285714285714285,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-007,Image Aesthetics,1,0.0285714285714285,2010.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-007,Image Ranking,1,0.0285714285714285,2011.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-007,Parameter Weighting,1,0.0285714285714285,2010.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-007,Visual Arts,1,0.0285714285714285,2011.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-008,Agricultural Automation,3,0.075,2022.0,0.6,1.0,0.0,0.0,0.49
SUP-008,Drone Imaging,3,0.075,2017.0,0.6,0.7,0.0,0.0,0.415
SUP-008,Computer Vision,2,0.05,2020.0,0.4,0.7,0.0,0.0,0.335
SUP-008,Dengue Surveillance,2,0.05,2017.0,0.4,0.7,0.0,0.0,0.335
SUP-008,Mosquito Breeding Site Detection,2,0.05,2017.0,0.4,0.7,0.0,0.0,0.335
SUP-008,Path Planning,2,0.05,2022.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-008,Pesticide Spraying,2,0.05,2022.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-008,Precision Agriculture,2,0.05,2022.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-008,Assistive Technology,1,0.025,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Autonomous Drones,1,0.025,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Crop Spraying,1,0.025,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Dengue Control,1,0.025,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Dengue Detection,1,0.025,2017.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Drone Simulation,1,0.025,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Drone Swarms,1,0.025,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Hearing Impairment Communication,1,0.025,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Mobile Accessibility,1,0.025,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Morse Code,1,0.025,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Mosquito Breeding Detection,1,0.025,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Mosquito Breeding Site Identification,1,0.025,2017.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Pesticide Optimization,1,0.025,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Public Health Automation,1,0.025,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Public Health Inspection,1,0.025,2017.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Public Health Monitoring,1,0.025,2017.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Public Health Surveillance,1,0.025,2017.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Satellite Farming,1,0.025,2022.0,0.2,1.0,0.0,0.0,0.33
SUP-008,Standing Water Identification,1,0.025,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Tactile Feedback,1,0.025,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Water Retention Detection,1,0.025,2017.0,0.2,0.7,0.0,0.0,0.255
SUP-008,Water Retention Mapping,1,0.025,2017.0,0.2,0.7,0.0,0.0,0.255
SUP-009,Autonomous Driving,1,0.2,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-009,Collision Detection,1,0.2,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-009,Deep Learning,1,0.2,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-009,Obstacle Mapping,1,0.2,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-009,Signed Distance Function,1,0.2,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Neural Machine Translation,3,0.0967741935483871,2025.0,0.6,1.0,0.0,0.0,0.49
SUP-010,Multilingual Language Models,2,0.064516129032258,2025.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-010,Bitext Mining,1,0.032258064516129,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Corpus Linguistics,1,0.032258064516129,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Cross-Lingual Representation Learning,1,0.032258064516129,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Data Augmentation,1,0.032258064516129,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-010,Data Quality Assessment,1,0.032258064516129,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Document Alignment,1,0.032258064516129,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Language Resource Availability,1,0.032258064516129,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Machine Translation,1,0.032258064516129,2020.0,0.2,0.7,1.0,0.0,0.455
SUP-010,Morphologically Rich Languages,1,0.032258064516129,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-010,Multilingual Pre-trained Language Models,1,0.032258064516129,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-010,NLP Community,1,0.032258064516129,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Natural Language Processing,1,0.032258064516129,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Natural Language Processing Research,1,0.032258064516129,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Open Science,1,0.032258064516129,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Parallel Corpus Evaluation,1,0.032258064516129,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Parallel Corpus Mining,1,0.032258064516129,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Parallel Data Curation,1,0.032258064516129,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Part-of-Speech Tagging,1,0.032258064516129,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Research Artefact Sharing,1,0.032258064516129,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Sentence Alignment,1,0.032258064516129,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Sentence Similarity Ranking,1,0.032258064516129,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Sinhala Language Resources,1,0.032258064516129,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Statistical Machine Translation,1,0.032258064516129,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-010,Web-Mined Corpora,1,0.032258064516129,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Web-Mined Corpora Analysis,1,0.032258064516129,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-010,Word Frequency Lists,1,0.032258064516129,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-011,Automated Design,1,0.05,2003.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-011,Business Analytics,1,0.05,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-011,Colombo Consumer Price Index,1,0.05,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-011,Customer Churn Prediction,1,0.05,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-011,Customer Retention,1,0.05,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-011,Design Automation,1,0.05,2003.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-011,Economic Forecasting,1,0.05,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-011,Electric Motor Design,1,0.05,2003.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-011,Electromagnetic Product Design,1,0.05,2007.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-011,Engineering Optimization,1,0.05,2003.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-011,Financial Modeling,1,0.05,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-011,Inflation Prediction,1,0.05,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-011,Knowledge Specification Languages,1,0.05,2007.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-011,Knowledge-Based Engineering,1,0.05,2003.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-011,Logic Programming,1,0.05,2007.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-011,Logistic Regression,1,0.05,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-011,Motor Selection,1,0.05,2007.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-011,Object-Oriented Programming,1,0.05,2007.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-011,Support Vector Regression,1,0.05,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-011,Telecommunications Industry,1,0.05,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-012,Haptic Interfaces,2,0.0869565217391304,2015.0,0.4,0.4,0.0,0.0,0.26
SUP-012,Haptic Motion Rendering,2,0.0869565217391304,2013.0,0.4,0.4,0.0,0.0,0.26
SUP-012,Advanced Driver Assistance Systems,1,0.0434782608695652,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-012,Automated Vehicle Overtaking,1,0.0434782608695652,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-012,Haptic Interaction,1,0.0434782608695652,2013.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-012,Human–Computer Interaction,1,0.0434782608695652,2015.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-012,Lane Detection,1,0.0434782608695652,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-012,Multimodal Interaction,1,0.0434782608695652,2012.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-012,Multimodal User Experience,1,0.0434782608695652,2013.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-012,Object Motion Perception,1,0.0434782608695652,2013.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-012,Object Motion Rendering,1,0.0434782608695652,2013.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-012,Optical Flow Analysis,1,0.0434782608695652,2012.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-012,SPIDAR Haptic Interface,1,0.0434782608695652,2013.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-012,SPIDAR System,1,0.0434782608695652,2015.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-012,SPIDAR-G Device,1,0.0434782608695652,2013.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-012,Traffic Sign Recognition,1,0.0434782608695652,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-012,User-Centered Interaction,1,0.0434782608695652,2013.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-012,Vehicle Detection,1,0.0434782608695652,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-012,Video Interaction,1,0.0434782608695652,2013.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-012,Virtual Reality,1,0.0434782608695652,2015.0,0.2,0.4,1.0,0.0,0.38
SUP-012,Virtual Reality Interaction,1,0.0434782608695652,2012.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-013,Research Analytics,2,0.0833333333333333,2015.0,0.4,0.4,0.0,0.0,0.26
SUP-013,Social Network Analysis,2,0.0833333333333333,2015.0,0.4,0.4,0.0,0.0,0.26
SUP-013,Academic Collaboration,1,0.0416666666666666,2015.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-013,Autonomous Decision Making,1,0.0416666666666666,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-013,Data Integration,1,0.0416666666666666,2013.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-013,Deceptive Review Detection,1,0.0416666666666666,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-013,Decision Support Systems,1,0.0416666666666666,2013.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-013,Disaster Management,1,0.0416666666666666,2013.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-013,Disaster Mitigation,1,0.0416666666666666,2013.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-013,Disaster Preparedness,1,0.0416666666666666,2013.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-013,Dynamic Task Scheduling,1,0.0416666666666666,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-013,Expert Recommendation,1,0.0416666666666666,2015.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-013,Institutional Connectivity,1,0.0416666666666666,2015.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-013,Linked Open Data,1,0.0416666666666666,2013.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-013,Natural Language Processing,1,0.0416666666666666,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-013,Operational Management,1,0.0416666666666666,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-013,Opinion Mining,1,0.0416666666666666,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-013,Reinforcement Learning,1,0.0416666666666666,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-013,Research Project Selection,1,0.0416666666666666,2013.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-013,Resource Allocation,1,0.0416666666666666,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-013,Review Spam Detection,1,0.0416666666666666,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-013,Reviewer Assignment,1,0.0416666666666666,2013.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-014,Active Learning Strategies,1,0.04,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Automatic Text Summarization,1,0.04,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Document Analysis,1,0.04,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Document Re-purposing,1,0.04,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-014,E-Learning Content,1,0.04,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Educational Alignment,1,0.04,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Educational Content Digitization,1,0.04,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Educational Intervention,1,0.04,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Educational Technology,1,0.04,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Formative Assessment,1,0.04,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Formative Feedback,1,0.04,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Higher Education,1,0.04,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-014,IT Job Market Analysis,1,0.04,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Industry Skill Demand,1,0.04,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Job Data Mining,1,0.04,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Note Generation,1,0.04,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-014,PDF-to-HTML Conversion,1,0.04,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Performance Anxiety,1,0.04,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Programming Education,1,0.04,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-014,School Textbooks,1,0.04,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Skills Gap Identification,1,0.04,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Stepwise Assessment,1,0.04,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Student Anxiety,1,0.04,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Student Engagement,1,0.04,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-014,Text and Image Extraction,1,0.04,2023.0,0.2,1.0,0.0,0.0,0.33
SUP-015,Agile Development,1,0.2,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-015,Code Generation,1,0.2,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-015,Ontology-Based Software Engineering,1,0.2,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-015,Software Automation,1,0.2,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-015,User Stories,1,0.2,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-016,Bone Fracture Detection,2,0.0833333333333333,2025.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-016,Deep Learning,2,0.0833333333333333,2025.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-016,Fracture Classification,2,0.0833333333333333,2025.0,0.4,1.0,0.0,0.0,0.41000000000000003
SUP-016,Machine Learning,2,0.0833333333333333,2024.0,0.4,1.0,1.0,0.0,0.6100000000000001
SUP-016,Computer Vision,1,0.0416666666666666,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-016,Fracture Localization,1,0.0416666666666666,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-016,Fracture Segmentation,1,0.0416666666666666,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-016,Generalization Robustness,1,0.0416666666666666,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-016,Hallucination Reduction,1,0.0416666666666666,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-016,Hotel Review Analysis,1,0.0416666666666666,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-016,Image Forgery Analysis,1,0.0416666666666666,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-016,Large Language Models,1,0.0416666666666666,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-016,Maintenance Issue Detection,1,0.0416666666666666,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-016,Medical Imaging,1,0.0416666666666666,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-016,Natural Language Processing,1,0.0416666666666666,2018.0,0.2,0.7,1.0,0.0,0.455
SUP-016,Parameter Efficient Fine Tuning,1,0.0416666666666666,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-016,Pixel-Level Manipulation,1,0.0416666666666666,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-016,Retrieval Augmented Generation,1,0.0416666666666666,2025.0,0.2,1.0,0.0,0.0,0.33
SUP-016,Sentiment Analysis,1,0.0416666666666666,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-016,X-ray Image Analysis,1,0.0416666666666666,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-017,Biomedical Signal Analysis,1,0.1,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-017,Deep Learning,1,0.1,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-017,ECG Signal Processing,1,0.1,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-017,GPRS Communication,1,0.1,2017.0,0.2,0.7,0.0,0.0,0.255
SUP-017,Gas Monitoring System,1,0.1,2017.0,0.2,0.7,0.0,0.0,0.255
SUP-017,Hazardous Gas Detection,1,0.1,2017.0,0.2,0.7,0.0,0.0,0.255
SUP-017,Heart Arrhythmia Classification,1,0.1,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-017,Mine Safety,1,0.1,2017.0,0.2,0.7,0.0,0.0,0.255
SUP-017,QRS Detection,1,0.1,2020.0,0.2,0.7,0.0,0.0,0.255
SUP-017,Wireless Sensor Networks,1,0.1,2017.0,0.2,0.7,0.0,0.0,0.255
SUP-018,Career Development,1,0.2,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-018,Human–Computer Interaction,1,0.2,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-018,IT Industry Sri Lanka,1,0.2,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-018,Skills Gap,1,0.2,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-018,User Experience Research,1,0.2,2024.0,0.2,1.0,0.0,0.0,0.33
SUP-019,Natural Language Processing,3,0.125,2021.0,0.6,1.0,0.0,0.0,0.49
SUP-019,Sentiment Analysis,2,0.0833333333333333,2018.0,0.4,0.7,1.0,0.0,0.535
SUP-019,Aspect-Based Opinion Mining,1,0.0416666666666666,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-019,Augmented Reality,1,0.0416666666666666,2014.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-019,Bioinformatics Data Sharing,1,0.0416666666666666,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-019,Blockchain Technology,1,0.0416666666666666,2019.0,0.2,0.7,0.0,0.0,0.255
SUP-019,Computer Vision,1,0.0416666666666666,2014.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-019,Database Querying,1,0.0416666666666666,2021.0,0.2,1.0,0.0,0.0,0.33
SUP-019,Face Recognition,1,0.0416666666666666,2014.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-019,Hotel Review Analysis,1,0.0416666666666666,2018.0,0.2,0.7,0.0,0.0,0.255
SUP-019,Human Identification Systems,1,0.0416666666666666,2014.0,0.2,0.4,0.0,0.0,0.18000000000000002
SUP-019,Machine Learning,1,0.0416666666666666,2018.0,0.2,0.7,0.0,0.0,0.255
